Id,Sales
1,4611.2686
857,4954.3647
1713,5051.652
2569,5712.5356
3425,4058.6208
4281,4727.479
5137,4147.1606
5993,3932.3774
6849,3911.5479
7705,3825.6223
8561,3933.2175
9417,3423.1719
10273,4661.6797
11129,4853.9536
11985,4754.684
12841,4982.7715
13697,4780.6235
14553,5212.103
15409,3775.9248
16265,4791.409
17121,4011.241
17977,3739.3796
18833,3666.5361
19689,3423.1653
20545,3700.4912
21401,3905.45
22257,4379.1553
23113,4086.9243
23969,4245.2812
24825,4337.4917
25681,4538.925
26537,5130.8564
27393,4273.1294
28249,4137.3086
29105,4197.559
29961,4031.3708
30817,3983.2983
31673,3798.8894
32529,3872.246
33385,4171.572
34241,4327.4595
35097,4249.3804
35953,4402.3784
36809,4721.482
37665,5019.635
38521,5860.8125
39377,3896.7776
40233,5183.7334
2,8436.986
858,8718.963
1714,9709.328
2570,10110.981
3426,3335.5295
4282,3971.2668
5138,5673.1367
5994,5420.3965
6850,5546.9746
7706,5563.159
8562,5363.4785
9418,2322.735
10274,3955.1658
11130,7759.156
11986,7617.902
12842,8135.233
13698,8421.536
14554,11069.056
15410,2935.4578
16266,4080.833
17122,6248.061
17978,5453.8413
18834,5184.02
19690,5545.303
20546,5647.749
21402,3140.8835
22258,3911.339
23114,7177.935
23970,7491.384
24826,7834.067
25682,8629.958
26538,9237.885
27394,3184.0383
28250,4397.8965
29106,5728.504
29962,5969.0244
30818,6012.405
31674,6053.6514
32530,6014.125
33386,3292.3965
34242,4181.0786
35098,7480.204
35954,7434.7227
36810,7833.6265
37666,8606.583
38522,10403.375
39378,3036.1597
40234,4190.983
3,10353.847
859,10863.961
1715,12160.33
2571,12946.271
3427,4137.885
4283,7031.0635
5139,9033.516
5995,8386.848
6851,7917.3013
7707,8899.268
8563,8434.766
9419,3422.519
10275,6575.496
11131,10557.957
11987,10228.001
12843,10426.518
13699,12458.74
14555,15213.698
15411,4387.566
16267,6901.34
17123,10119.943
17979,8768.235
18835,7993.526
19691,8605.287
20547,9102.873
21403,4194.174
22259,6414.0664
23115,9800.535
23971,10135.232
24827,9643.293
25683,11115.24
26539,13010.968
27395,4818.7524
28251,6751.2305
29107,8797.064
29963,9176.71
30819,8833.988
31675,9634.303
32531,9491.923
33387,4536.0386
34243,7913.2856
35099,10931.91
35955,10947.748
36811,11267.713
37667,13017.198
38523,15363.51
39379,4453.6094
40235,8046.975
4,8068.484
860,7756.4775
1716,8420.709
2572,9516.567
3428,3028.5105
4284,3489.5195
5140,5560.1675
5996,6036.9326
6852,5465.9106
7708,5882.3877
8564,6052.5776
9420,2528.9436
10276,3392.0945
11132,7225.958
11988,8159.786
12844,7647.9507
13700,9174.662
14556,11597.937
15412,3138.0933
16268,3721.2153
17124,5421.7354
17980,5586.8237
18836,4823.6494
19692,4900.625
20548,5393.1045
21404,3002.1555
22260,3384.704
23116,6129.2056
23972,7586.9653
24828,6931.6094
25684,7825.5547
26540,9322.671
27396,3130.7039
28252,3342.618
29108,5500.418
29964,6047.16
30820,5193.724
31676,5279.1978
32532,5626.9165
33388,2939.838
34244,3326.8313
35100,6166.9473
35956,7427.3384
36812,6910.9756
37668,7771.3154
38524,9607.401
39380,2702.708
40236,3704.8416
5,8127.021
861,8261.406
1717,8997.396
2573,10360.069
3429,3483.571
4285,7082.5674
5141,6989.4062
5997,6496.485
6853,6399.622
7709,6577.741
8565,7098.783
9421,3778.3743
10277,6742.7114
11133,8260.721
11989,8007.4507
12845,8182.9624
13701,8994.865
14557,10984.854
15413,4043.1255
16269,7255.333
17125,7522.648
17981,6626.3223
18837,6246.6133
19693,6295.8525
20549,7116.6646
21405,4800.401
22261,6768.321
23117,7988.55
23973,7873.659
24829,7989.2734
25685,8868.057
26541,10896.802
27397,4888.4326
28253,6219.9463
29109,6705.4673
29965,6493.2637
30821,6375.773
31677,6160.828
32533,6662.701
33389,4151.1177
34245,7246.661
35101,7405.9707
35957,7413.0796
36813,7568.999
37669,8364.203
38525,11204.95
39381,4184.9043
40237,7519.442
6,6407.6465
862,6499.6826
1718,6859.4375
2574,7673.931
3430,3757.9949
4286,5203.243
5142,5564.581
5998,5308.4995
6854,5173.0464
7710,5423.2866
8566,5695.341
9422,3012.285
10278,4923.4146
11134,6333.877
11990,5966.0425
12846,5945.385
13702,6427.231
14558,7790.8765
15414,4082.7637
16270,5052.3555
17126,5317.2295
17982,4812.319
18838,4437.9053
19694,4518.061
20550,5085.8667
21406,4536.761
22262,4903.369
23118,5372.7036
23974,5643.1567
24830,5515.404
25686,6228.684
26542,7441.121
27398,4724.5854
28254,4017.278
29110,5492.0786
29966,5201.3477
30822,4975.5015
31678,5009.444
32534,5350.91
33390,4896.285
34246,5029.487
35102,5645.816
35958,5779.7793
36814,5814.7373
37670,6379.574
38526,7620.1978
39382,4285.822
40238,5284.431
7,8135.5044
863,8823.187
1719,8429.9
2575,8979.566
3431,3522.43
4287,6048.354
5143,6984.036
5999,6908.8735
6855,7389.074
7711,7060.6426
8567,6735.61
9423,3004.2234
10279,5557.077
11135,7533.884
11991,7979.283
12847,8939.187
13703,8668.016
14559,10443.315
15415,3720.7078
16271,6033.5884
17127,6791.8438
17983,6689.5503
18839,7029.7495
19695,6375.3413
20551,6728.1626
21407,3498.5999
22263,5754.6226
23119,6614.623
23975,7610.016
24831,8110.7227
25687,7635.0957
26543,8674.193
27399,3504.9817
28255,6533.9204
29111,6653.3164
29967,7361.8467
30823,7914.455
31679,7375.1914
32535,7240.1333
33391,3774.1174
34247,7093.2134
35103,7985.922
35959,8325.089
36815,9398.792
37671,9302.2
38527,10776.127
39383,3654.2483
40239,6544.4595
8,8288.253
864,8772.392
1720,9389.107
2576,10357.658
3432,3733.9844
4288,6409.101
5144,6623.056
6000,6485.293
6856,6608.885
7712,6294.0215
8568,6352.176
9424,3312.0603
10280,6001.829
11136,8201.056
11992,8288.008
12848,8670.066
13704,8594.223
14560,12298.687
15416,3400.1558
16272,6471.762
17128,6694.4067
17984,6325.77
18840,6335.641
19696,6229.5513
20552,6683.6836
21408,3837.0698
22264,6348.712
23120,7212.0923
23976,8130.145
24832,8183.259
25688,8654.437
26544,10037.216
27400,3960.1592
28256,6226.1245
29112,5960.458
29968,6506.225
30824,6685.048
31680,6334.638
32536,6497.6
33392,3727.5874
34248,7223.1953
35104,8192.355
35960,8462.209
36816,9000.212
37672,9573.706
38528,11924.378
39384,3511.275
40240,6379.623
9,5908.092
865,6009.0283
1721,5846.9507
2577,7024.5894
3433,4309.7954
4289,4637.102
5145,4439.734
6001,3682.8318
6857,3714.3157
7713,3501.6072
8569,3741.306
9425,3378.4285
10281,4220.2656
11137,5701.264
11993,5122.2124
12849,5621.386
13705,5447.884
14561,7478.3853
15417,4368.581
16273,4922.1
17129,4351.193
17985,4038.6091
18841,3690.989
19697,3571.2117
20553,3915.534
21409,4553.6616
22265,4568.007
23121,5372.2324
23977,5136.864
24833,5546.948
25689,5910.284
26545,7310.1313
27401,6132.316
28257,3712.4067
29113,4627.1807
29969,4323.1943
30825,4086.246
31681,3778.3347
32537,3904.5486
33393,5264.4766
34249,5269.6353
35105,6338.1978
35961,5388.791
36817,5854.204
37673,6343.9185
38529,7603.3496
39385,4586.3315
40241,4246.1963
10,6037.082
866,5992.958
1722,6384.833
2578,7086.4253
3434,2330.69
4290,3252.1929
5146,4890.428
6002,4555.208
6858,4563.4087
7714,4661.5107
8570,4818.863
9426,2032.9395
10282,3149.396
11138,6024.067
11994,5592.405
12850,5564.2944
13706,6188.8823
14562,8370.355
15418,2391.3674
16274,3227.3303
17130,4853.6714
17986,4429.829
18842,4161.5347
19698,4361.6294
20554,4750.03
21410,2639.4692
22266,3352.7544
23122,5908.1934
23978,5985.0303
24834,5891.168
25690,6575.496
26546,7302.251
27402,2656.2856
28258,3213.8777
29114,5047.703
29970,4809.089
30826,4839.449
31682,4601.0337
32538,4835.648
33394,2457.6223
34250,3410.0408
35106,5706.998
35962,5770.714
36818,5806.137
37674,6487.0684
38530,7799.1206
39386,2427.318
40242,3652.5898
11,7328.706
867,7195.8237
1723,7473.238
2579,8777.631
3435,4187.4434
4291,5790.5767
5147,6388.0547
6003,5733.0947
6859,5689.852
7715,5487.2983
8571,5752.4004
9427,4324.015
10283,5577.4595
11139,7531.061
11995,7019.7007
12851,7209.9263
13707,7165.282
14563,10370.458
15419,5877.4136
16275,6845.289
17131,6762.578
17987,5973.4663
18843,5501.9395
19699,5362.691
20555,6025.3945
21411,4902.532
22267,5749.8555
23123,6723.4736
23979,6835.732
24835,6958.613
25691,7146.1743
26547,8711.516
27403,5482.549
28259,5252.6963
29115,5966.4917
29971,6043.764
30827,5986.8516
31683,5869.2134
32539,6434.5107
33395,4775.3516
34251,6881.492
35107,7697.445
35963,7131.326
36819,7373.9253
37675,7633.101
38531,10038.135
39387,4281.904
40243,6479.914
12,9227.196
868,9514.789
1724,10339.095
2580,11348.768
3436,2950.5042
4292,5711.958
5148,7471.67
6004,7083.878
6860,7218.698
7716,7355.9937
8572,7586.017
9428,3051.1196
10284,5460.8306
11140,8911.293
11996,8897.511
12852,9362.113
13708,10074.905
14564,11691.732
15420,2637.2085
16276,5431.983
17132,7488.6406
17988,6742.4155
18844,6600.9863
19700,6665.2563
20556,7237.641
21412,2807.8306
22268,5195.666
23124,7673.3604
23980,8137.926
24836,8124.154
25692,9066.814
26548,10763.002
27404,3252.4255
28260,5251.3643
29116,6915.815
29972,7267.909
30828,7178.154
31684,7150.4077
32540,7734.7383
33396,3067.3528
34252,6048.7754
35108,8544.567
35964,8915.161
36820,8925.727
37676,9673.569
38532,12096.333
39388,2845.6792
40244,6109.0317
13,7652.4233
869,7548.5337
1725,8115.4346
2581,9062.872
3437,2835.9314
4293,4362.424
5149,6600.325
6005,6159.465
6861,6065.03
7717,6087.856
8573,6223.8447
9429,2757.5862
10285,4237.935
11141,7845.5435
11997,7490.1904
12853,7278.466
13709,7708.7065
14565,11584.108
15421,3188.4048
16277,5027.425
17133,7471.47
