Id,Sales
1,3864.2078
857,4088.702
1713,4235.83
2569,5008.584
3425,6873.936
4281,3996.807
5137,3570.7896
5993,3256.4634
6849,3578.0776
7705,3602.171
8561,3888.3174
9417,5033.983
10273,4499.0864
11129,4532.268
11985,4714.6694
12841,5269.299
13697,5128.43
14553,5397.725
15409,7449.1655
16265,4599.985
17121,3852.896
17977,3565.2634
18833,3471.5986
19689,3557.4993
20545,3975.579
21401,6625.002
22257,3839.2808
23113,4026.2224
23969,4278.8384
24825,4517.049
25681,4591.2983
26537,5396.011
27393,7642.373
28249,3788.47
29105,3983.6365
29961,3704.5166
30817,3476.9695
31673,3484.8337
32529,3812.2017
33385,6431.2715
34241,4143.136
35097,4409.7065
35953,4594.246
36809,4965.021
37665,4955.65
38521,5816.8394
39377,7279.07
40233,5081.12
2,7343.727
858,7881.713
1714,9068.224
2570,10015.3955
3426,3880.1199
4282,3658.098
5138,5328.5854
5994,5082.6855
6850,5524.8853
7706,5691.4424
8562,5466.015
9418,2484.0688
10274,4036.2295
11130,8236.217
11986,8363.405
12842,8994.917
13698,9283.234
14554,11220.756
15410,5039.5596
16266,4511.3057
17122,6152.884
17978,5228.512
18834,5179.77
19690,5246.053
20546,5283.64
21402,3876.0037
22258,3457.7903
23114,7067.7974
23970,7636.144
24826,8421.85
25682,8703.353
26538,9622.384
27394,4720.802
28250,3912.865
29106,5747.536
29962,5687.389
30818,5653.1323
31674,5752.9106
32530,5878.8096
33386,4171.48
34242,3687.2598
35098,7263.336
35954,7918.366
36810,8468.231
37666,8752.187
38522,9797.601
39378,4677.9795
40234,4635.7446
3,9135.138
859,9439.538
1715,11233.979
2571,12923.4
3427,2981.1853
4283,6135.048
5139,8620.194
5995,7661.4927
6851,7510.727
7707,8789.651
8563,9160.804
9419,2387.019
10275,6955.554
11131,11459.516
11987,10904.422
12843,11793.156
13699,13881.218
14555,14992.408
15411,3448.8752
16267,7859.6675
17123,9749.654
17979,8921.522
18835,8884.156
19691,9679.447
20547,10625.188
21403,3412.38
22259,6456.6646
23115,11268.4
23971,11571.278
24827,11244.387
25683,12568.376
26539,14827.905
27395,3551.6416
28251,7409.7363
29107,10154.776
29963,10126.229
30819,9121.209
31675,10418.06
32531,10909.633
33387,3401.2844
34243,8045.6245
35099,11680.743
35955,11699.172
36811,12059.371
37667,13261.552
38523,15822.157
39379,3394.4277
40235,8029.321
4,7536.622
860,6985.355
1716,8143.678
2572,9458.741
3428,5346.753
4284,3557.8726
5140,5286.4272
5996,5728.094
6852,5101.4404
7708,5751.3086
8564,6084.391
9420,3735.566
10276,3647.6746
11132,6613.942
11988,7948.8574
12844,7613.573
13700,8528.847
14556,9564.909
15412,5880.43
16268,4155.4546
17124,5237.63
17980,5850.682
18836,4958.392
19692,5172.5186
20548,5450.467
21404,4778.609
22260,3169.457
23116,6245.982
23972,7665.9434
24828,7043.701
25684,7584.433
26540,8979.019
27396,4629.7188
28252,3319.8015
29108,5235.443
29964,5898.6113
30820,5099.9565
31676,5495.206
32532,5883.2124
33388,4144.3774
34244,3507.9377
35100,6422.985
35956,7846.15
36812,7486.4487
37668,7924.2812
38524,9304.418
39380,4723.6885
40236,3706.941
5,7487.8623
861,7854.5874
1717,8783.082
2573,10851.783
3429,9105.738
4285,6051.1006
5141,6190.4404
5997,5940.4146
6853,6124.876
7709,6547.4185
8565,7541.518
9421,7166.56
10277,6729.382
11133,8432.707
