Id,Sales
1,3969.6008
857,4368.777
1713,4869.9688
2569,5416.5674
3425,4790.6367
4281,4042.1616
5137,3561.2944
5993,3404.8608
6849,3403.7766
7705,3502.2651
8561,3660.4114
9417,3769.017
10273,4164.202
11129,4146.267
11985,4501.387
12841,4769.6216
13697,4812.199
14553,6003.982
15409,4501.6147
16265,4356.387
17121,3439.5142
17977,3412.1064
18833,3211.3225
19689,3302.768
20545,3533.115
21401,4524.615
22257,3979.266
23113,3977.9304
23969,4162.606
24825,4385.604
25681,4725.919
26537,5356.7
27393,5539.9907
28249,4107.967
29105,3626.4402
29961,3548.2424
30817,3358.7036
31673,3459.1987
32529,3690.0776
33385,4622.43
34241,3942.505
35097,4090.024
35953,4257.4766
36809,4729.8237
37665,4674.4165
38521,5409.521
39377,6469.769
40233,5351.63
2,7792.9497
858,8425.842
1714,10056.168
2570,10902.883
3426,3369.085
4282,3759.8481
5138,5571.0005
5994,5448.757
6850,5628.87
7706,5627.4155
8562,5321.232
9418,3307.4583
10274,3963.2498
11130,7150.21
11986,7812.714
12842,8088.908
13698,8569.139
14554,10543.458
15410,4163.1304
16266,4246.342
17122,5886.507
17978,5406.22
18834,5094.789
19690,5308.7275
20546,5289.685
21402,3083.0017
22258,3541.2988
23114,6556.8975
23970,7176.203
24826,7922.0522
25682,8319.906
26538,9227.706
27394,3429.5535
28250,3914.1152
29106,5719.677
29962,5710.466
30818,5785.4375
31674,5810.6685
32530,5714.988
33386,3224.2417
34242,3808.495
35098,6935.2393
35954,7436.24
36810,8301.891
37666,8240.373
38522,9511.531
39378,4408.4365
40234,4861.0645
3,9398.891
859,9869.369
1715,12629.052
2571,13320.683
3427,5080.4663
4283,6249.0444
5139,8312.2295
5995,7783.0786
6851,7752.846
7707,8919.404
8563,9061.498
9419,5143.315
10275,7015.598
11131,10828.192
11987,10464.831
12843,10881.588
13699,13765.366
14555,13380.715
15411,5564.22
16267,7876.363
17123,9692.74
17979,8382.306
18835,7847.482
19691,8812.321
20547,9327.615
21403,5373.262
22259,6835.654
23115,11056.934
23971,10896.968
24827,11172.726
25683,13125.976
26539,14901.351
27395,5751.8955
28251,7373.5386
29107,9978.167
29963,9403.982
30819,9297.544
31675,10352.04
32531,10813.002
33387,5496.469
34243,8189.762
35099,11482.38
35955,10946.943
36811,11675.286
37667,12634.75
38523,15627.894
39379,6083.474
40235,7846.0376
4,7959.4243
860,7565.131
1716,9048.847
2572,10131.387
3428,3217.1006
4284,3504.7578
5140,5334.6665
5996,5906.7905
6852,5118.1206
7708,5412.168
8564,5789.555
9420,2469.6965
10276,3369.233
11132,6659.868
11988,8114.1885
12844,7492.5913
13700,8516.6875
14556,9599.919
15412,3602.3152
16268,4156.874
17124,5226.807
17980,5615.5034
18836,4569.27
19692,4935.308
20548,5299.7383
21404,2936.3438
22260,3242.011
23116,6163.208
23972,7489.2407
24828,6750.284
25684,7779.4053
26540,9035.032
27396,3491.9697
28252,3460.7893
29108,5054.5337
29964,5674.8306
30820,4915.875
31676,5517.429
32532,5779.9614
33388,3048.127
34244,3418.0698
35100,6276.9434
35956,7493.3984
36812,7040.9473
37668,7525.2095
38524,9117.931
39380,3870.939
40236,3961.5833
5,7448.704
861,7937.5474
1717,9396.076
2573,11489.346
3429,4321.636
4285,6338.131
5141,6581.8574
5997,6221.5776
6853,6113.654
7709,6377.9316
8565,7268.623
9421,3689.0994
10277,6714.0996
11133,8059.1094
11989,8377.184
12845,8636.94
13701,9613.404
14557,10430.834
15413,3513.1404
16269,6960.869
17125,6697.734
17981,5865.224
18837,5836.026
19693,6228.559
20549,7047.4033
21405,4327.8105
22261,6130.5503
23117,7654.496
23973,7757.8755
24829,8263.029
25685,9146.558
26541,11444.422
27397,4914.08
28253,6629.78
29109,6814.364
29965,6390.2363
30821,6350.159
31677,6504.184
32533,7174.9375
33389,4299.635
34245,6963.14
35101,7313.1577
35957,7246.862
36813,7782.819
37669,8683.762
38525,11666.938
39381,5301.9478
40237,7801.419
6,6211.4575
862,6531.889
1718,7496.6724
2574,8606.985
3430,4536.5835
4286,4949.9536
5142,5289.65
5998,4990.575
6854,4901.0923
7710,5205.0146
8566,5717.0264
9422,3456.376
10278,4898.3916
11134,6195.4844
11990,6374.6357
12846,6045.6323
13702,6292.251
14558,7861.272
15414,4346.162
16270,4968.337
17126,4841.942
17982,4463.789
18838,4164.1787
19694,4591.539
20550,5082.7876
21406,4075.3025
22262,4431.342
23118,5420.3706
23974,5405.39
24830,5451.652
25686,6072.693
26542,7340.4854
27398,4950.3975
28254,4743.782
29110,5171.5273
29966,4903.748
30822,4665.8564
31678,5207.393
32534,5656.2925
33390,4098.137
34246,4623.797
35102,5887.2476
35958,5939.91
36814,6125.355
37670,6397.9136
38526,7849.922
39382,5578.731
40238,5730.4653
7,7733.4546
863,8709.306
1719,9312.487
2575,9999.687
3431,3526.914
4287,5894.484
5143,6646.005
5999,6645.1743
6855,6997.1763
7711,6732.052
8567,6863.357
9423,3059.8616
10279,5940.437
11135,7815.1206
11991,8698.515
12847,9285.28
13703,9392.179
14559,9982.184
15415,3890.209
16271,7065.863
17127,6748.6816
17983,6914.193
18839,7335.8877
19695,7152.481
20551,7126.798
21407,3532.7612
22263,5918.107
23119,7495.9287
23975,8045.8853
24831,8842.224
25687,8928.11
26543,10282.476
27399,3441.3384
28255,6174.303
29111,6796.5996
29967,7028.7236
30823,7457.027
31679,7379.0396
32535,7325.6875
33391,3019.8152
34247,6323.098
35103,7434.6377
35959,8295.465
36815,9379.62
37671,9425.154
38527,11138.416
39383,3120.45
40239,6051.6255
8,8071.4697
864,8754.949
1720,10217.442
2576,11444.892
3432,6139.3496
4288,6007.3438
5144,5866.1807
6000,5733.5376
6856,5823.0947
7712,5595.184
8568,5744.5225
9424,5272.526
10280,5738.981
11136,7617.19
11992,7997.6743
12848,7833.589
13704,8201.149
14560,11149.021
15416,6129.194
16272,6834.7085
17128,5648.9985
17984,5549.62
18840,5355.546
19696,5682.0654
20552,5735.49
21408,6055.6494
22264,5848.1772
23120,7685.591
23976,7868.1494
24832,8685.012
25688,9300.692
26544,11052.716
27400,6350.413
28256,6135.7734
29112,6015.639
29968,5908.757
30824,5957.611
31680,6203.815
32536,6327.0493
33392,5700.476
34248,6436.156
35104,7697.2095
35960,7949.9414
36816,8829.356
37672,9187.095
38528,11064.792
39384,6333.243
40240,5896.7104
9,4945.518
865,4999.96
1721,6131.854
2577,7597.1597
3433,4406.8896
4289,4413.493
5145,4100.917
6001,3458.6677
6857,3351.5747
7713,3387.3328
8569,3608.9104
9425,3269.717
10281,4243.549
11137,5174.5464
11993,4988.377
12849,5277.189
13705,5593.2104
14561,7460.1636
15417,3595.3994
16273,4832.5312
17129,3521.7817
17985,3273.9014
18841,3002.0981
19697,2951.969
20553,3175.5564
21409,4082.7559
22265,4341.6963
23121,5379.066
23977,5201.164
24833,5608.6523
25689,6194.332
26545,7618.7593
27401,5006.263
28257,3771.3398
29113,4537.3105
29969,3889.7417
30825,3540.9375
31681,3655.2173
32537,3875.05
33393,3965.9417
34249,4843.4663
35105,6183.0596
35961,5468.742
36817,6136.3936
37673,6027.567
38529,7911.731
39385,4526.4277
40241,4516.1787
10,5744.577
866,5863.004
1722,6986.821
2578,7900.037
3434,2913.5388
4290,3136.1843
5146,4646.7886
6002,4466.327
6858,4359.953
7714,4493.234
8570,4562.251
9426,2276.5107
10282,3112.6035
11138,5728.056
11994,5886.5405
12850,5903.091
13706,6223.459
14562,8160.37
15418,3021.953
16274,3410.7302
17130,4805.756
17986,4422.615
18842,4053.5884
19698,4718.0293
20554,4751.235
21410,3201.116
22266,3083.0781
23122,5647.9536
23978,5829.8794
24834,6103.098
25690,6814.156
26546,7991.4756
27402,3474.2747
28258,3194.1934
29114,4862.998
29970,4673.2397
30826,4657.7695
31682,4648.1714
32538,4940.63
33394,2963.657
34250,3174.8843
35106,5534.0923
35962,5520.124
36818,5873.3794
37674,6146.274
38530,7374.692
39386,3863.4192
40242,3438.281
11,7214.9956
867,7315.041
1723,8386.048
2579,10045.586
3435,6035.7695
4291,5582.8613
5147,6282.9863
6003,5695.819
6859,5623.4185
7715,5295.868
8571,5827.884
9427,5022.1245
10283,5708.6855
11139,7428.7554
11995,7306.535
12851,7489.3833
13707,8136.5674
14563,11703.066
15419,7316.4224
16275,7158.0425
17131,6441.6025
17987,5729.1978
18843,5029.813
19699,5473.041
20555,6065.834
21411,6500.575
22267,5824.25
23123,7515.305
23979,7551.421
24835,7692.5864
25691,8115.8604
26547,10144.681
27403,6835.9214
28259,6049.0117
29115,6351.4976
29971,5822.234
30827,5341.5034
31683,5645.1855
32539,6604.8145
33395,5955.5884
34251,6546.9814
35107,7894.3887
35963,7544.388
36819,7735.1733
37675,7895.518
38531,10165.628
39387,6202.543
40243,6359.7954
12,8499.519
868,9049.114
1724,10421.14
2580,11868.163
3436,5306.728
4292,5245.668
5148,6899.3
6004,6983.1367
6860,7056.274
7716,7119.7124
8572,7737.999
9428,4483.919
10284,5215.8027
11140,8047.75
11996,8393.001
12852,8321.779
13708,9164.973
14564,10668.188
15420,4764.266
16276,5630.921
17132,6341.7227
17988,5909.5176
18844,5618.626
19700,6009.8936
20556,6411.7607
21412,4846.6406
22268,4836.635
23124,7582.835
23980,8042.3184
24836,8454.19
25692,9174.11
26548,10590.56
27404,5045.7876
28260,5153.277
29116,6527.9844
29972,6614.276
30828,6603.1396
31684,7174.479
32540,7604.6187
33396,4760.95
34252,5664.0005
35108,7877.5273
35964,8329.465
36820,8891.251
37676,9290.16
38532,11146.8955
39388,5567.0493
40244,5739.8677
13,7451.2334
869,7684.88
1725,9089.531
2581,10372.674
3437,3534.753
4293,4318.431
5149,5932.404
6005,5929.451
6861,5936.258
7717,6372.308
8573,6906.2847
9429,3130.3396
10285,4551.0396
11141,7720.117
11997,7766.744
12853,7266.6616
13709,7650.161
14565,10665.961
15421,4055.5063
16277,5476.6963
17133,7086.4927
17989,6404.2314
18845,5768.8926
19701,5888.348
20557,6302.911
21413,3268.9314
22269,3940.0918
